,captions,vi_captions
5344,"['Một người phụ nữ có mái tóc màu đen, mặc áo phông không cổ màu trắng, mặc quần dài màu xanh thẫm, đi dép màu trắng.', 'Một người phụ nữ có mái tóc màu đen, mặc áo phông cổ tròn màu trắng, mặc quần bò dài màu xanh thẫm, đi dép màu trắng.']","['A woman with black hair, wearing a white collarless T - shirt, dark blue pants, and white slippers.', 'A woman with black hair, wearing a white round - neck T - shirt, long dark blue jeans, and white slippers.']"
5345,"['Một người phụ nữ có mái tóc màu đen, đeo khẩu trang màu xanh dương, mặc áo phông không cổ màu trắng, mặc quần dài màu xanh thẫm, đi dép màu trắng.', 'Một người phụ nữ có mái tóc màu đen, đeo khẩu trang màu xanh dương, mặc áo phông cổ tròn màu trắng, mặc quần bò dài màu xanh thẫm, đi dép màu trắng.']","['A woman with black hair, wearing a blue mask, wearing a white collared T - shirt, dark blue trousers, and white sandals.', 'A woman with black hair, wearing a blue mask, wearing a white round - neck T - shirt, wearing dark blue long jeans, and white sandals.']"
5346,"['Một người đàn ông có mái tóc màu đen, mặc sơ mi màu trắng, mặc quần dài màu xanh thẫm, đi giày màu đen.', 'Một người đàn ông có mái tóc màu đen, mặc sơ mi dài tay màu trắng, sắn tay áo lên, mặc quần bò dài màu xanh thẫm, đi giày màu đen.']","['A man with black hair, wearing a white shirt, dark blue pants, and black shoes.', 'A man with black hair, wearing a white long - sleeved shirt, rolled up sleeves, wearing dark blue long jeans, and black shoes.']"
5347,"['Một nam thanh niên có mái tóc màu đen, đeo khẩu trang màu trắng, mặc sơ mi màu trắng, mặc quần dài màu xanh thẫm, đi giày màu đen.', 'Một  nam thanh niên có mái tóc màu đen, đeo khẩu trang màu trắng, mặc sơ mi dài tay màu trắng, sắn tay áo lên, mặc quần bò dài màu xanh thẫm, đi giày màu đen.']","['A young man with black hair, wearing a white mask, wearing a white shirt, dark blue pants, and black shoes.', 'A young man with black hair, wearing a white mask, wearing a white long - sleeved shirt, rolled up sleeves, wearing dark blue long jeans, and black shoes.']"
5348,"['Một người phụ nữ có mái tóc ngắn chớm vai màu nâu đen, mặc áo dài màu nâu, mặc quần màu nâu, đi giày màu đen.', 'Một người phụ nữ có mái tóc màu nâu đen, để thả tóc, mặc áo dài màu nâu, mặc quần dài màu nâu, đi giày màu đen.']","['A woman with dark brown short shoulder hair, wearing a brown tunic, brown pants, and black shoes.', 'A woman with dark brown hair, to drop her hair, wears a brown tunic, wears brown pants, wears black shoes.']"
5349,"['Một người phụ nữ có mái tóc ngắn chớm vai màu nâu đen, mặc áo dài màu nâu, mặc quần màu nâu, đi giày màu đen, đeo túi màu đen.', 'Một người phụ nữ có mái tóc màu nâu đen, để thả tóc, mặc áo dài màu nâu, mặc quần dài màu nâu, đi giày màu đen, đeo túi đeo chéo màu đen.']","['A woman with short brown shoulder hair, wearing a brown tunic, brown pants, black shoes, and a black bag.', 'A woman with dark brown hair, to drop her hair, wearing a brown tunic, wearing brown pants, wearing black shoes, wearing a black crossbody bag.']"
5350,"['Một nam thanh niên có mái tóc màu đen, mặc áo phông không cổ màu đen, mặc quần dài màu ghi, đi giày màu đen.', 'Một nam thanh niên có mái tóc màu đen, mặc áo phông cổ tròn màu đen, mặc quần bò dài màu xám, đi giày thể thao màu đen.']","['A young man with black hair, wearing a black collared T - shirt, long gray pants, and black shoes.', 'A young man with black hair, wearing a black round neck T-shirt, wearing grey long jeans, wearing black sneakers.']"
5351,"['Một người đàn ông có mái tóc màu đen, đeo kính màu đen, mặc áo phông không cổ màu đen, mặc quần dài màu ghi, đi giày màu đen, đeo túi màu đen.', 'Một người đàn ông có mái tóc màu đen, đeo kính màu đen, mặc áo phông cổ tròn màu đen, mặc quần bò dài màu xám, đi giày thể thao màu đen, đeo túi đeo chéo màu đen.']","['A man with black hair, black glasses, a black collared T - shirt, burnt trousers, black shoes, and a black bag.', 'A man with black hair, wearing black glasses, wearing a black round - neck T - shirt, wearing grey long jeans, wearing black sneakers, wearing a black crossbody bag.']"
5352,"['Một người đàn ông có mái tóc màu đen, mặc áo sơ mi kẻ chéo màu tím và màu trắng, mặc quần dài màu xám, đi giày màu đen.', 'Một người đàn ông có mái tóc màu đen, mặc áo sơ dài tay mi kẻ chéo màu tím và màu trắng, đang sắn tay áo lên, mặc quần âu màu xám, đi giày lười màu đen.']","['A man with black hair, wearing a purple and white plaid shirt, wearing gray trousers, and black shoes.', 'A man with black hair, wearing a long shirt with purple and white crossed lashes, was rolling up his sleeves, wearing gray trousers, and black loafers.']"
5353,"['Một nam thanh niên có mái tóc màu đen, đeo khẩu trang màu xanh dương, mặc áo sơ mi kẻ chéo màu tím và màu trắng, mặc quần dài màu xám, đi giày màu đen.', 'Một nam thanh niên có mái tóc màu đen, đeo khẩu trang màu xanh dương, mặc áo sơ dài tay mi kẻ chéo màu tím và màu trắng, đang sắn tay áo lên, mặc quần âu màu xám, đi giày lười màu đen.']","['A young man with black hair, wearing a blue mask, wearing a purple and white plaid shirt, wearing gray trousers, and black shoes.', 'A young man with black hair, wearing a blue mask, wearing a long - sleeved shirt with purple and white crossed lashes, was rolling up his sleeves, wearing gray trousers, and black loafers.']"
5354,"['Một người phụ nữ trung tuổi đội mũ màu be, mặc áo không cổ màu đen bên trong, bên ngoài mặc áo khoác màu đen, mặc quần màu đen, đi dép màu trắng, đeo túi màu ghi.', 'Một người phụ nữ trung tuổi đội mũ màu be, mặc áo cổ tròn màu đen bên trong, bên ngoài mặc áo khoác màu đen, mặc quần dài màu đen, đi dép màu trắng, đeo túi đeo chéo màu ghi.']","['A middle - aged woman wears a beige hat, a black tank top inside, a black jacket outside, black pants, white slippers, and a gray pocket.', 'A middle - aged woman wearing a beige hat, wearing a black round neck blouse inside, outside wearing a black jacket, wearing black trousers, white sandals, and a gray crossbody bag.']"
5355,"['Một người phụ nữ đứng tuổi đội mũ vành tròn màu be, đeo khẩu trang màu xanh dương, mặc áo không cổ màu đen bên trong, bên ngoài mặc áo khoác màu đen, mặc quần màu đen, đi dép màu trắng.', 'Một người phụ nữ đứng tuổi đội mũ vành tròn màu be, đeo khẩu trang màu xanh dương, mặc áo cổ tròn màu đen bên trong, bên ngoài mặc áo khoác màu đen, mặc quần dài màu đen, đi dép màu trắng.']","['An elderly woman wears a beige round - brimmed hat, a blue mask, a black tank top inside, a black jacket outside, black pants, and white slippers.', 'An elderly woman in a beige round - brimmed hat, wearing a blue mask, wearing a black round collar inside, outside wearing a black jacket, wearing black trousers, and white sandals.']"
5356,"['Một người đàn ông có mái tóc màu đen, mặc sơ mi màu tím, mặc quần màu nâu, đi giày màu đen.', 'Một người đàn ông có mái tóc màu đen, mặc sơ mi ngắn tay màu tím, mặc quần kaki dàu màu nâu, đi giày màu đen.']","['A man with black hair, wearing a purple shirt, brown pants, and black shoes.', 'A man with black hair, wearing a purple short - sleeved shirt, brown khaki pants, and black shoes.']"
5357,"['Một người đàn ông trung tuổi có mái tóc màu đen, mặc sơ mi màu tím, mặc quần màu nâu, đi giày tây màu đen.', 'Một người đàn ông trung tuổi có mái tóc màu đen, mặc sơ mi ngắn tay màu tím, mặc quần kaki dàu màu nâu, đi giày màu đen.']","['A middle - aged man with black hair, wearing a purple shirt, brown pants, and black boots.', 'A middle - aged man with black hair, wearing a purple short - sleeved shirt, brown khaki pants, and black shoes.']"
5358,"['Một người phụ nữ có mái tóc màu đen, đeo khẩu trang màu đen, mặc áo sơ mi màu xanh thẫm, mặc quần dài màu xanh thẫm, đi giày màu đen.', 'Một người phụ nữ có mái tóc màu đen, đeo khẩu trang màu đen, mặc áo sơ mi bò dài tay màu xanh thẫm, mặc quần bò dài màu xanh thẫm, đi giày bệt màu đen.']","['A woman with black hair, wearing a black mask, wearing a dark blue shirt, dark blue pants, and black shoes.', 'A woman with black hair, wearing a black mask, wearing a dark blue long - sleeved cow shirt, wearing dark blue long jeans, and black flats.']"
5359,"['Một người phụ nữ có mái tóc màu đen, mặc áo sơ mi màu xanh thẫm, mặc quần dài màu xanh thẫm, đi giày màu đen, đeo túi màu đen.', 'Một người phụ nữ có mái tóc màu đen, mặc áo sơ mi bò dài tay màu xanh thẫm, mặc quần bò dài màu xanh thẫm, đi giày bệt màu đen, đeo túi đeo chéo màu đen.']","['A woman with black hair, wearing a dark blue shirt, dark blue pants, black shoes, and a black bag.', 'A woman with black hair, wearing a dark blue long - sleeved cow shirt, dark blue long - sleeved jeans, black flats, and a black crossbody bag.']"
5360,"['Một người đàn ông có mái tóc màu đen, mặc sơ mi màu trắng có các kẻ dọc và kẻ ngang màu đen, mặc quần dài màu đen, đi giày màu đen, đeo túi màu đen.', 'Một người đàn ông có mái tóc màu đen, mặc sơ mi ngắn tay màu trắng có các kẻ dọc và kẻ ngang màu đen, mặc quần âu màu đen, đi giày thể thao màu đen, khoác túi màu đen.']","['A man with black hair, wearing a white shirt with black vertical and horizontal lines, wearing black pants, black shoes, and a black bag.', 'A man with black hair, wearing a white short - sleeved shirt with black vertical and horizontal lines, wearing black trousers, black sneakers, and a black jacket.']"
5361,"['Một người đàn ông trung tuổi có mái tóc màu đen, đeo khẩu trang màu trắng, mặc sơ mi màu trắng có các kẻ dọc và kẻ ngang màu đen, mặc quần dài màu đen, đi giày màu đen.', 'Một người đàn ông trung tuổi có mái tóc màu đen, đeo khẩu trang màu trắng, mặc sơ mi ngắn tay màu trắng có các kẻ dọc và kẻ ngang màu đen, mặc quần âu màu đen, đi giày thể thao màu đen, khoác túi màu đen.']","['A middle - aged man with black hair, wearing a white mask, wearing a white shirt with black vertical and horizontal lines, wearing black pants, and black shoes.', 'A middle - aged man with black hair, wearing a white mask, wearing a white short - sleeved shirt with black vertical and horizontal lines, wearing black trousers, black sneakers, and a black jacket.']"
5362,"['Một người phụ nữ lớn tuổi quấn khăn màu nâu trên đầu, mặc áo màu nâu, mặc quần màu đen, đi giày màu đen, đeo túi màu xanh dương.', 'Một người phụ nữ lớn tuổi quấn khăn màu nâu trên đầu, mặc áo dài tay màu nâu, mặc quần dài màu đen, đi giày màu đen, khoác túi màu xanh nước biển đậm.']","['An elderly woman wrapped a brown towel over her head, wore a brown blouse, black pants, black shoes, and a blue bag.', 'An elderly woman wrapped a brown towel over her head, wore a brown long - sleeved blouse, black pants, black shoes, and a dark navy blue jacket.']"
5363,"['Một người phụ nữ lớn tuổi quấn khăn màu nâu trên đầu, đeo khẩu trang màu nâu đậm, mặc áo màu nâu, mặc quần màu đen, đi giày màu đen.', 'Một người phụ nữ lớn tuổi quấn khăn màu nâu trên đầu, đeo khẩu trang màu nâu, mặc áo dài tay màu nâu, mặc quần dài màu đen, đi giày màu đen, khoác túi màu xanh nước biển đậm.']","['An elderly woman wore a brown scarf on her head, a dark brown mask, a brown blouse, black pants, and black shoes.', 'An elderly woman wrapped a brown towel over her head, wore a brown mask, wore a brown long sleeve blouse, black pants, black shoes, and a dark navy blue jacket.']"
5364,"['Một người phụ nữ có mái tóc màu đen, mặc áo dài màu tím, mặc quần màu vàng bên trong, đi giày màu đen.', 'Một người phụ nữ có mái tóc màu đen, mặc áo dài màu tím, mặc quần dài màu vàng bên trong, đi giày thể thao màu đen.']","['A woman with black hair, wearing a purple tunic, yellow pants inside, wearing black shoes.', 'A woman with black hair, wearing a purple tunic, wearing yellow pants inside, wearing black sneakers.']"
5365,"['Một người phụ nữ trung tuổi có mái tóc màu đen, đeo khẩu trang màu xanh dương đậm, mặc áo dài màu tím có các họa tiết các màu, mặc quần màu vàng bên trong, đi giày màu đen có đế màu trắng.', 'Một người phụ nữ trung tuổi có mái tóc màu đen, mặc áo dài màu tím có các họa tiết các màu, mặc quần dài màu vàng bên trong, đi giày thể thao màu đen.']","['A middle - aged woman with black hair, a dark blue mask, a purple tunic with colored patterns, yellow pants inside, and black shoes with white soles.', 'A middle - aged woman with black hair, wearing a purple tunic with patterns of different colors, wearing yellow pants inside, and black sneakers.']"
5366,"['Một người phụ nữ đội áo màu nâu trên đầu, mặc áo màu trắng có nhiều chấm màu đen, mặc quần màu đen, đi giày màu be.', 'Một người phụ nữ đội áo màu nâu trên đầu, mặc áo màu trắng có nhiều chấm màu đen, mặc quần dài màu đen, đi giày màu be.']","['A woman wears a brown top, a white top with black dots, black pants, beige shoes.', 'A woman wears a brown blouse on her head, a white blouse with black dots, black pants, beige shoes.']"
5367,"['Một người phụ nữ đội áo màu nâu trên đầu, mặc áo màu trắng có nhiều chấm màu đen, mặc quần màu đen, đi giày màu be, đeo túi màu đen.', 'Một người phụ nữ đội áo màu nâu trên đầu, mặc áo màu trắng có nhiều chấm màu đen, mặc quần dài màu đen, đi giày màu be, khoác túi màu đen.']","['A woman wears a brown top, a white top with black dots, black pants, beige shoes, and a black bag.', 'A woman wears a brown top, a white blouse with black dots, black pants, beige shoes, and a black jacket.']"
5368,"['Một người phụ nữ lớn tuổi quấn khăn màu nâu đỏ trên đầu, mặc áo màu nâu, mặc quần màu nâu rêu, đi giày màu be.', 'Một người phụ nữ lớn tuổi quấn khăn màu nâu đỏ trên đầu, mặc áo dài tay màu nâu, mặc quần dài màu nâu rêu, đi giày màu be.']","['An elderly woman wore a red - brown scarf over her head, a brown blouse, moss - brown pants, and beige shoes.', 'An elderly woman wore a red - brown scarf over her head, a brown long - sleeved blouse, moss - brown pants, and beige shoes.']"
5369,"['Một người phụ nữ lớn tuổi quấn khăn màu nâu đỏ trên đầu, mặc áo cổ tròn dài tay màu nâu, mặc quần màu nâu rêu, đi giày màu be.', 'Một người phụ nữ lớn tuổi quấn khăn màu nâu đỏ trên đầu, mặc áo không cổ dài tay màu nâu, mặc quần dài màu nâu rêu, đi giày màu be.']","['An elderly woman wrapped a reddish - brown scarf on her head, wore a long - sleeved brown round - neck blouse, moss - brown pants, beige shoes.', 'An elderly woman wore a red - brown scarf over her head, a long - sleeved brown tank top, moss - brown pants, and beige shoes.']"
5370,"['Một người phụ nữ mặc áo có các họa tiết hoa màu đỏ và màu xanh lá cây đậm, mặc quần màu đen, đi sục màu trắng, đeo túi màu trắng và màu đỏ đậm.', 'Một người phụ nữ mặc áo có các họa tiết hoa màu đỏ và màu xanh lá cây đậm, mặc quần màu đen, đi sục màu trắng, khoác túi màu trắng và màu đỏ đậm.']","['A woman wears shirts with bold red and green floral motifs, wears black pants, walks in white, wears white and bold red pockets.', 'A woman in a shirt with bold red and green floral motifs, wearing black pants, white tunic, and a white and deep red jacket.']"
5371,"['Một người phụ nữ lớn tuổi đeo khẩu trang màu trắng, mặc áo có các họa tiết hoa màu đỏ và màu xanh lá cây đậm, mặc quần màu đen, đi sục màu trắng, đeo túi màu trắng và màu đỏ đậm.', 'Một người phụ nữ lớn tuổi đeo khẩu trang màu trắng, mặc áo có các họa tiết hoa màu đỏ và màu xanh lá cây đậm, mặc quần màu đen, đi sục màu trắng, khoác túi màu trắng và màu đỏ đậm.']","['An elderly woman wears a white mask, a shirt with bold red and green floral motifs, black pants, a white tunic, and white and bold red pockets.', 'An elderly woman wears a white mask, a shirt with bold red and green floral motifs, black pants, a white tunic, and a white and bold red jacket.']"
5372,"['Một người phụ nữ có mái tóc màu đen, đeo khẩu trang màu xanh dương để dưới cằm, mặc áo màu đen có các họa tiết màu be, mặc quần dài màu xanh thẫm, đi dép màu xanh thẫm.', 'Một người phụ nữ có mái tóc màu đen, đeo khẩu trang màu xanh dương để dưới cằm, mặc áo sơ mi dài tay màu đen có các họa tiết màu be, mặc quần bò dài màu xanh thẫm, đi dép màu xanh thẫm.']","['A woman with black hair, a blue mask under her chin, a black blouse with beige prints, dark blue pants, and dark blue sandals.', 'A woman with black hair, wearing a blue mask under her chin, wearing a long - sleeved black shirt with beige prints, wearing dark blue long jeans, and dark blue sandals.']"
5373,"['Một người phụ nữ có mái tóc màu đen, mặc áo màu đen có các họa tiết màu be, mặc quần dài màu xanh thẫm, đi dép màu xanh thẫm, đeo túi màu đen.', 'Một người phụ nữ có mái tóc màu đen, mặc áo sơ mi dài tay màu đen có các họa tiết màu be, mặc quần bò dài màu xanh thẫm, đi dép màu xanh thẫm, đeo túi đeo chéo màu đen.']","['A woman with black hair, wearing a black blouse with beige motifs, wearing dark blue pants, dark blue sandals, and a black bag.', 'A woman with black hair, wearing a long-sleeved black shirt with beige prints, wearing dark blue long jeans, dark blue sandals, and a black crossbody bag.']"
5374,"['Một người đàn ông có mái tóc màu đen, đeo khẩu trang màu xanh dương, mặc áo phông không cổ màu đen bên trong, bên ngoài khoác áo sơ mi màu tím, mặc quần dài màu đen, đi giày màu xám.', 'Một người đàn ông có mái tóc màu đen, đeo khẩu trang màu xanh dương, mặc áo phông cổ tròn màu đen bên trong, bên ngoài khoác áo sơ mi dài tay màu tím, mặc quần bò dài màu đen, đi giày thể thao màu ghi.']","['A man with black hair, wearing a blue mask, wearing a black collared T - shirt inside, a purple shirt outside, wearing black pants, and gray shoes.', 'A man with black hair, wearing a blue mask, wearing a black round - neck T - shirt inside, outside a purple long - sleeved shirt, wearing long black jeans, and gray sneakers.']"
5375,"['Một nam thanh niên có mái tóc màu đen, mặc áo phông không cổ màu đen bên trong, bên ngoài khoác áo sơ mi màu tím, mặc quần dài màu đen, đi giày màu xám.', 'Một nam thanh niên có mái tóc màu đen, mặc áo phông cổ tròn màu đen bên trong, bên ngoài khoác áo sơ mi dài tay màu tím, mặc quần bò dài màu đen, đi giày thể thao màu ghi.']","['A young man with black hair, wearing a black collared T - shirt inside, a purple shirt outside, wearing black pants, and gray shoes.', 'A young man with black hair, wearing a black round neck T-shirt inside, outside a purple long-sleeved shirt, wearing long black jeans, wearing gray sneakers.']"
5376,"['Một người đàn ông đội mũ màu nâu, mặc áo phông cổ tròn màu trắng bên trong, bên ngoài mặc áo khoác màu đen, mặc quần màu đen, đi giày màu đen.', 'Một người đàn ông đội mũ phớt màu nâu, bên trong mặc áo phông không cổ màu trắng, mặc áo khoác ngoài màu đen, mặc quần dài màu đen, đi giày tây màu đen.']","['A man in a brown hat, wearing a white round neck T - shirt inside, outside wearing a black jacket, wearing black pants, wearing black shoes.', 'A man in a brown hoodie, inside a white collared T - shirt, wearing a black overcoat, wearing black pants, and black boots.']"
5377,"['Một người đàn ông lớn tuổi đội mũ màu nâu, mặc áo phông cổ tròn màu trắng bên trong, bên ngoài mặc áo khoác màu đen, mặc quần màu đen, đi giày màu đen.', 'Một người đàn ông lớn tuổi đội mũ phớt màu nâu, bên trong mặc áo phông không cổ màu trắng, mặc áo khoác ngoài màu đen, mặc quần dài màu đen, đi giày tây màu đen.']","['An elderly man wearing a brown hat, wearing a white round neck T - shirt inside, outside wearing a black jacket, wearing black pants, wearing black shoes.', 'An elderly man in a brown hoodie, inside a white collared T - shirt, wearing a black overcoat, wearing black pants, and black boots.']"
5378,"['Một cô gái có mái tóc màu đen, mặc áo màu nâu, mặc quần màu nâu, đi dép dây màu trắng.', 'Một cô gái có mái tóc màu đen, mặc áo dài tay có mũ màu nâu, mặc quần dài màu nâu, đi dép dây màu trắng.']","['A girl with black hair, wearing a brown blouse, brown pants, and white sandals.', 'A girl with black hair, wearing a long sleeve blouse with a brown hat, wearing brown long pants, wearing white rope slippers.']"
5379,"['Một người phụ nữ có mái tóc màu đen, mặc bộ quần áo màu nâu, đi dép dây màu trắng.', 'Một người phụ nữ có mái tóc màu đen, mặc bộ quần áo dài có mũ màu nâu, đi dép dây màu trắng.']","['A woman with black hair, wearing brown clothes, wearing white sandals.', 'A woman with black hair, wearing long clothes with a brown hat, wearing white sandals.']"
5380,"['Một nam thanh niên có mái tóc màu đen, mặc áo phông cổ tròn màu trắng, mặc quần màu đen, đi giày màu xám.', 'Một nam thanh niên có mái tóc màu đen, mặc áo phông không cổ màu trắng, mặc quần dài màu đen, đi giày thể thao màu ghi.']","['A young man with black hair, wearing a white round - neck T - shirt, black pants, and gray shoes.', 'A young man with black hair, wearing a white collared T - shirt, black pants, and gray sneakers.']"
5381,"['Một người đàn ông có mái tóc màu đen, mặc áo phông cổ tròn màu trắng, mặc quần màu đen, đi giày màu xám.', 'Một người đàn ông có mái tóc màu đen, mặc áo phông không cổ màu trắng, mặc quần dài màu đen, đi giày thể thao màu ghi.']","['A man with black hair, wearing a white round - neck T - shirt, black pants, and gray shoes.', 'A man with black hair, wearing a white collared T - shirt, black pants, and gray sneakers.']"
5382,"['Một nam thanh niên có mái tóc màu đen, đeo khẩu trang màu xanh dương, mặc áo phông màu trắng, mặc quần màu đen, đi giày màu đen.', 'Một nam thanh niên có mái tóc màu đen, đeo khẩu trang màu xanh dương, mặc áo phông có cổ màu trắng, mặc quần dài màu đen, đi giày thể thao màu đen.']","['A young man with black hair, wearing a blue mask, wearing a white T - shirt, black pants, and black shoes.', 'A young man with black hair, wearing a blue mask, wearing a white collared T - shirt, wearing black pants, and black sneakers.']"
5383,"['Một người đàn ông có mái tóc màu đen, mặc áo phông màu trắng, mặc quần màu đen, đi giày màu đen.', 'Một người đàn ông có mái tóc màu đen, mặc áo phông có cổ màu trắng, mặc quần dài màu đen, đi giày thể thao màu đen.']","['A man with black hair, wearing a white T - shirt, black pants, and black shoes.', 'A man with black hair, wearing a white collared T - shirt, wearing black pants, and black sneakers.']"
5384,"['Một người đàn ông có mái tóc màu đen, đeo khẩu trang màu xám, mặc áo phông màu xanh nước biển, mặc quần màu đen, đi dép màu đen.', 'Một người đàn ông có mái tóc màu đen, đeo khẩu trang màu ghi, mặc áo phông có cổ màu xanh nước biển, mặc quần dài màu đen, đi dép màu đen.']","['A man with black hair, wearing a grey mask, wearing a blue T - shirt, black pants, and black sandals.', 'A man with black hair, wearing a gray mask, wearing a blue - collared T - shirt, wearing black pants, and black sandals.']"
5385,"['Một người đàn ông trung tuổi có mái tóc màu đen, mặc áo phông có cổ màu xanh nước biển, mặc quần dài màu đen, đi dép màu đen.', 'Một người đàn ông trung tuổi có mái tóc màu đen, mặc áo phông có cổ màu xanh nước biển, mặc quần dài màu đen, đi dép màu đen.']","['A middle - aged man with black hair, wearing a blue - collared T - shirt, wearing black pants, and black sandals.', 'A middle - aged man with black hair, wearing a blue - collared T - shirt, wearing black pants, and black sandals.']"
5386,"['Một người phụ nữ lớn tuổi có mái tóc màu đen, đeo khẩu trang màu trắng, mặc áo không cổ tay tài màu nâu đậm, mặc quần màu đen, đi dép màu đen.', 'Một người phụ nữ lớn tuổi có mái tóc màu đen, đeo khẩu trang màu trắng, mặc áo cổ tròn tay tài màu nâu đậm, mặc quần dài màu đen, đi dép màu đen.']","['An elderly woman with black hair, a white mask, a dark brown tank top, black pants, and black sandals.', 'An elderly woman with black hair, wearing a white mask, wearing a dark brown sleeveless round collar, wearing black pants, and black sandals.']"
5387,"['Một người phụ nữ lớn tuổi có mái tóc màu đen, mặc áo không cổ tay tài màu nâu đậm, mặc quần màu đen, đi dép màu đen, đeo túi màu đen.', 'Một người phụ nữ lớn tuổi có mái tóc màu đen, mặc áo cổ tròn tay tài màu nâu đậm, mặc quần dài màu đen, đi dép màu đen, khoác túi màu đen.']","['An elderly woman with black hair, dark brown sleeveless shirt, black pants, black sandals, black bag.', 'An elderly woman with black hair, wearing a round collar, dark brown sleeves, black pants, black sandals, and a black jacket.']"
5388,"['Một người đàn ông đứng tuổi đội mũ màu đen, đeo khẩu trang màu trắng, mặc áo phông không cổ màu trắng, mặc quần dài màu xanh thẫm, đi giày màu đen.', 'Một người đàn ông đứng tuổi đội mũ phớt màu đen, đeo khẩu trang màu trắng, mặc áo phông cổ tròn màu trắng, mặc quần bò dài màu xanh thẫm, đi giày tây màu đen.']","['An elderly man wearing a black hat, a white mask, a white collared T - shirt, dark blue trousers, and black shoes.', 'An elderly man wearing a black cap, a white mask, a white round - neck T - shirt, dark blue long jeans, and black western shoes.']"
5389,"['Một người đàn ông trung tuổi đội mũ màu đen, mặc áo phông không cổ màu trắng, mặc quần dài màu xanh thẫm, đi giày màu đen, một tay cầm túi màu đen, một tay cầm túi màu nâu.', 'Một người đàn ông  trung tuổi đội mũ màu đen, mặc áo phông cổ tròn màu trắng, mặc quần bò dài màu xanh thẫm, đi giày tây màu đen, một tay cầm túi màu đen, một tay cầm túi màu nâu.']","['A middle - aged man wearing a black hat, a white collarless T - shirt, dark blue trousers, black shoes, a black bag handle, a brown bag handle.', 'A middle - aged man wearing a black hat, wearing a white round - neck T - shirt, wearing dark blue long jeans, wearing black boots, a black bag handle, a brown bag handle.']"
5390,"['Một người phụ nữ đội nón màu be, mặc áo màu đen, mặc quần màu đen, đi giày màu đen.', 'Một người phụ nữ đội nón màu be, mặc áo màu đen, mặc quần dài màu đen, đi giày bệt màu đen.']","['A woman in a beige hat, a black blouse, black pants, black shoes.', 'A woman in a beige hat, a black blouse, black pants, and black flats.']"
5391,"['Một người phụ nữ đội nón màu be, mặc áo màu đen, mặc quần màu đen, đi giày màu đen, đeo túi màu đen.', 'Một người phụ nữ đội nón màu be, mặc áo màu đen, mặc quần dài màu đen, đi giày bệt màu đen, khoác túi màu đen.']","['A woman wearing a beige hat, a black blouse, black pants, black shoes, and a black bag.', 'A woman in a beige hat, a black blouse, black pants, black flats, and a black jacket.']"
5392,"['Một người phụ nữ lớn tuổi đeo khẩu trang màu xanh dương, mặc áo không cổ dài tay màu đen, mặc quần màu đen, đi giày màu đen.', 'Một người phụ nữ lớn tuổi đeo khẩu trang màu xanh dương, mặc áo cổ tròn dài tay màu đen, mặc quần dài màu đen, đi giày màu đen.']","['An elderly woman wearing a blue mask, a long - sleeved black tank top, black pants, and black shoes.', 'An elderly woman wearing a blue mask, wearing a long - sleeved black round - neck blouse, wearing black long pants, and black shoes.']"
5393,"['Một người phụ nữ lớn tuổi mặc áo không cổ dài tay màu đen, mặc quần màu đen, đi giày màu đen.', 'Một người phụ nữ lớn tuổi mặc áo cổ tròn dài tay màu đen, mặc quần dài màu đen, đi giày màu đen.']","['An elderly woman wearing a long - sleeved black tank top, black pants, black shoes.', 'An elderly woman wears a long - sleeved black round collar, long black pants, and black shoes.']"
5394,"['Một người đàn ông trung tuổi có mái tóc màu đen, đeo kính màu đen, đeo khẩu trang màu xanh dương, mặc sơ mi màu trắng, mặc quần màu nâu đỏ, đi giày màu nâu.', 'Một người đàn ông trung tuổi có mái tóc màu đen, đeo kính màu đen, đeo khẩu trang màu xanh dương, mặc sơ mi ngắn tay màu trắng, mặc quần âu màu nâu đỏ, đi giày tây màu nâu.']","['A middle - aged man with black hair, black glasses, a blue mask, a white shirt, red - brown pants, and brown shoes.', 'A middle - aged man with black hair, black glasses, a blue mask, a white short - sleeved shirt, brown - red trousers, and brown boots.']"
5395,"['Một người đàn ông đứng tuổi có mái tóc màu đen, mặc sơ mi màu trắng, mặc quần màu nâu đỏ, đi giày màu nâu.', 'Một người đàn ông đứng tuổi có mái tóc màu đen, mặc sơ mi ngắn tay màu trắng, mặc quần âu màu nâu đỏ, đi giày tây màu nâu.']","['An elderly man with black hair, wearing a white shirt, brown - red pants, and brown shoes.', 'An elderly man with black hair, wearing a white short - sleeved shirt, brown - red trousers, and brown western shoes.']"
5396,"['Một người phụ nữ lớn tuổi đội nón màu be, đeo khẩu trang màu trắng, mặc áo phông không cổ màu tím có họa tiết màu đỏ, mặc quần màu đen, đi giày màu đen.', 'Một người phụ nữ lớn tuổi đội nón màu be, đeo khẩu trang màu trắng, mặc áo phông cổ tròn màu tím có họa tiết màu đỏ, mặc quần vải màu đen, đi giày thể thao màu đen.']","['An elderly woman in a beige hat, wearing a white mask, wearing a purple turtleneck T - shirt with a red pattern, wearing black pants, and black shoes.', 'An elderly woman in a beige hat, wearing a white mask, wearing a red - patterned purple round - neck T - shirt, black canvas pants, and black sneakers.']"
